GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
0100000US,,United States,330M300US468,468,"United States - Rocky Mount-Wilson-Roanoke Rapids, NC CSA","Rocky Mount-Wilson-Roanoke Rapids, NC CSA",310416,310339,310221,309045,307392,305265,303816,301878,300771,299581
0100000US,,United States,330M300US470,470,"United States - Rome-Summerville, GA CSA","Rome-Summerville, GA CSA",122332,122331,122378,121898,121619,120965,120818,121139,121453,122383
0100000US,,United States,330M300US472,472,"United States - Sacramento-Roseville, CA CSA","Sacramento-Roseville, CA CSA",2414783,2414781,2419841,2439793,2458071,2479417,2506694,2535332,2565529,2598377
0100000US,,United States,330M300US474,474,"United States - Saginaw-Midland-Bay City, MI CSA","Saginaw-Midland-Bay City, MI CSA",391569,391569,391180,389974,388830,386955,384501,381971,380199,379584
0100000US,,United States,330M300US476,476,"United States - St. Louis-St. Charles-Farmington, MO-IL CSA","St. Louis-St. Charles-Farmington, MO-IL CSA",2892497,2892570,2894811,2898488,2900941,2904421,2908240,2911904,2911241,2911945
0100000US,,United States,330M300US482,482,"United States - Salt Lake City-Provo-Orem, UT CSA","Salt Lake City-Provo-Orem, UT CSA",2271696,2271701,2281566,2316220,2349932,2389967,2421933,2460131,2511412,2559350
0100000US,,United States,330M300US488,488,"United States - San Jose-San Francisco-Oakland, CA CSA","San Jose-San Francisco-Oakland, CA CSA",8153696,8153931,8173088,8271617,8379376,8489533,8605639,8712068,8785277,8837789
0100000US,,United States,330M300US496,496,"United States - Savannah-Hinesville-Statesboro, GA CSA","Savannah-Hinesville-Statesboro, GA CSA",495745,495768,496592,508823,515735,516211,525896,531282,538490,544092
0100000US,,United States,330M300US500,500,"United States - Seattle-Tacoma, WA CSA","Seattle-Tacoma, WA CSA",4274767,4274758,4284515,4340355,4397780,4456709,4519506,4593745,4683473,4764736
0100000US,,United States,330M300US512,512,"United States - Sioux City-Vermillion, IA-SD-NE CSA","Sioux City-Vermillion, IA-SD-NE CSA",182427,182431,182664,182879,182591,182395,182353,182424,182987,182608
0100000US,,United States,330M300US515,515,"United States - South Bend-Elkhart-Mishawaka, IN-MI CSA","South Bend-Elkhart-Mishawaka, IN-MI CSA",720647,720640,720205,720957,720597,721621,723555,724615,725777,727604
0100000US,,United States,330M300US518,518,"United States - Spokane-Spokane Valley-Coeur d'Alene, WA-ID CSA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID CSA",666247,666217,667272,670555,673908,678433,685875,694973,707921,721873
0100000US,,United States,330M300US520,520,"United States - Springfield-Branson, MO CSA","Springfield-Branson, MO CSA",520589,520593,521422,524943,528966,533272,536876,541100,544180,549423
0100000US,,United States,330M300US521,521,"United States - Springfield-Greenfield Town, MA CSA","Springfield-Greenfield Town, MA CSA",692942,693075,694808,697815,698746,699748,701674,701499,701279,702354
0100000US,,United States,330M300US522,522,"United States - Springfield-Jacksonville-Lincoln, IL CSA","Springfield-Jacksonville-Lincoln, IL CSA",316177,316181,316350,317334,317467,315734,314798,313523,311848,309844
0100000US,,United States,330M300US524,524,"United States - State College-DuBois, PA CSA","State College-DuBois, PA CSA",235632,235624,235795,236403,237258,239676,240584,241204,242118,242345
0100000US,,United States,330M300US525,525,"United States - Steamboat Springs-Craig, CO CSA","Steamboat Springs-Craig, CO CSA",37304,37301,37244,36658,36412,36684,36950,37250,37840,38351
0100000US,,United States,330M300US532,532,"United States - Syracuse-Auburn, NY CSA","Syracuse-Auburn, NY CSA",742603,742628,743043,742459,741064,742073,740525,738169,734688,732444
0100000US,,United States,330M300US533,533,"United States - Tallahassee-Bainbridge, FL-GA CSA","Tallahassee-Bainbridge, FL-GA CSA",395255,396612,397152,398851,402728,400619,402726,405030,405762,409343
0100000US,,United States,330M300US534,534,"United States - Toledo-Port Clinton, OH CSA","Toledo-Port Clinton, OH CSA",651429,651436,651361,650049,648640,648013,646903,645539,645086,644325
0100000US,,United States,330M300US536,536,"United States - Tucson-Nogales, AZ CSA","Tucson-Nogales, AZ CSA",1027683,1027683,1028965,1034912,1038820,1041604,1047384,1051514,1058594,1068981
0100000US,,United States,330M300US538,538,"United States - Tulsa-Muskogee-Bartlesville, OK CSA","Tulsa-Muskogee-Bartlesville, OK CSA",1106431,1106478,1109057,1114988,1122265,1131364,1139104,1149805,1157176,1160612
0100000US,,United States,330M300US540,540,"United States - Tyler-Jacksonville, TX CSA","Tyler-Jacksonville, TX CSA",260559,260555,261337,263729,265968,267514,270691,273983,277201,279967
0100000US,,United States,330M300US544,544,"United States - Victoria-Port Lavaca, TX CSA","Victoria-Port Lavaca, TX CSA",115384,115384,115413,116094,117974,119244,120297,121473,121842,121390
0100000US,,United States,330M300US545,545,"United States - Virginia Beach-Norfolk, VA-NC CSA","Virginia Beach-Norfolk, VA-NC CSA",1779243,1779238,1782464,1788877,1799923,1807572,1817129,1823073,1826030,1829195
0100000US,,United States,330M300US546,546,"United States - Visalia-Porterville-Hanford, CA CSA","Visalia-Porterville-Hanford, CA CSA",595161,595160,595464,599388,602044,604338,606314,609083,610632,614594
0100000US,,United States,330M300US548,548,"United States - Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",9051961,9052207,9088599,9224832,9346118,9455517,9539191,9615425,9685252,9764315
0100000US,,United States,330M300US554,554,"United States - Wausau-Stevens Point-Wisconsin Rapids, WI CSA","Wausau-Stevens Point-Wisconsin Rapids, WI CSA",307574,307574,307658,307541,307615,307631,307305,306882,306433,307170
0100000US,,United States,330M300US556,556,"United States - Wichita-Arkansas City-Winfield, KS CSA","Wichita-Arkansas City-Winfield, KS CSA",667230,667230,668097,669353,672266,674319,676273,678472,680301,680989
0100000US,,United States,330M300US558,558,"United States - Williamsport-Lock Haven, PA CSA","Williamsport-Lock Haven, PA CSA",155349,155349,155453,156142,156884,156375,155738,154947,153693,152839
0100000US,,United States,330M300US566,566,"United States - Youngstown-Warren, OH-PA CSA","Youngstown-Warren, OH-PA CSA",673614,673640,672713,669657,665065,661666,658586,653478,648287,645003
0100000US,,United States,0400000US72,72,Puerto Rico,Puerto Rico,3725789,3726157,3721525,3678732,3634488,3593077,3534874,3473177,3406520,3337177
0100000US,,United States,330M300US364,364,"Puerto Rico - Mayagüez-San Germán, PR CSA","Mayagüez-San Germán, PR CSA",243792,244052,243688,240654,237542,234544,230542,226407,222137,217654
0100000US,,United States,330M300US434,434,"Puerto Rico - Ponce-Coamo-Santa Isabel, PR CSA","Ponce-Coamo-Santa Isabel, PR CSA",433749,433653,432751,426490,419945,414023,406398,397960,388968,379748
0100000US,,United States,330M300US490,490,"Puerto Rico - San Juan-Carolina, PR CSA","San Juan-Carolina, PR CSA",2664889,2665069,2662239,2633135,2603415,2575521,2534876,2492426,2446209,2398030
